,date,username,description,verified,followersCount,location,content,replyCount,retweetCount,likeCount,quoteCount,hashtags
2802,2021-07-29 11:05:03+00:00,jordimoll_91,"🏖️Valenciano Nativo🏖️ y a favor de la República✊✊. Respeto todas las ideas políticas.❤️Dolhene, contigo descubrí el amor❤️ desde 2006 loco por ti❤️",False,2956,"Valencia, Comunidad Valenciana","Lo que tiene que hacer el gobierno, es tomar ejemplo de Francia con el tema #antivacunas 
Si no te vacunas te despiden del trabajo, básicamente. 
Hacen falta medidas estrictas para incentivar la vacunacion!
#CoronavirusARV #Antivaccin #Vacunate #Vacunacion #coronavirus #Covid_19",0,0,1,0,"['antivacunas', 'CoronavirusARV', 'Antivaccin', 'Vacunate', 'Vacunacion', 'coronavirus', 'Covid_19']"
2803,2021-07-29 10:30:19+00:00,mercadeopop,"Web musical comandada por David Gallardo

📨📩 davidgallardo@mercadeopop.com

Anúnciate con nosotros: publicidad@mercadeopop.com",False,19471,"Madrid, Spain","Lollapalooza exige al público estar vacunado o test negativo en las últimas 72 horas. La tarjeta de vacunación se va implantando en los festivales

https://t.co/GsEf9DnC0N",0,1,4,0,
2804,2021-07-29 09:47:00+00:00,jorgeerubiio_,⛔,False,288,"Madrid, Comunidad de Madrid",Le ha sentado mal la vacuna a más de 10 personas que conozco xd,3,0,1,0,
2805,2021-07-29 09:12:28+00:00,helenchocolate_,Catas de Chocolate en Madrid todos los fines de semana. Cata de chocolates para empresas (también Online). Directora Escuela de chocolate de Madrid.,False,11187,Madrid,"By The way la vacuna me ha traído una serie de eventos positivos en mi vida, que si que es casualidad pero también ha sido mi ánimo para ver las cosas ahora (come flor vibes)",0,0,2,0,
2806,2021-07-29 09:05:53+00:00,helenchocolate_,Catas de Chocolate en Madrid todos los fines de semana. Cata de chocolates para empresas (también Online). Directora Escuela de chocolate de Madrid.,False,11187,Madrid,"Si si… confirmo este efecto secundario de la vacuna, después se intensificó cuando tuve un familiar con Covid en mi casa (y aunque aislado) el pánico a contagiarnos bajó… https://t.co/3MKnED6EqG",1,0,6,0,
2807,2021-07-29 09:03:38+00:00,kiks_96,"Mi CV tiene ya mas páginas que el Quijote. Se resume en Precariado.
Estudié Producción Audiovisual y Espectáculos.
Curro de chico del cable
Instagram: kiks_096",False,917,Madrid,"Igual dormir a 30 grados tiene mas que ver con todo esto que la vacuna, no sé eh, digo yo... https://t.co/1xTlYNoHmK",3,0,8,0,
2808,2021-07-29 08:44:31+00:00,Campuflauta,de locos,False,446,Ae$ira - Granada/Demon City,oye a los de el 2008 cuando nos toca la vacuna? Que queremos salir de fiesta y tener sexo sin miedo😔,0,0,3,0,
2809,2021-07-29 08:37:24+00:00,albavcf13,"Biotecnóloga, bioinformática y futura PhD 🧪🔬
Valencia CF 🤍🦇💯🖤 El fútbol es mi pasión ⚽
Valenciana y republicana ❤️💛💜",False,756,Capital del Turia,POR FIN TENGO CITA DE VACUNACIÓN 🔥🔥🔥 https://t.co/tNEnwNNpWT,5,0,15,0,
2810,2021-07-29 07:17:08+00:00,IrinaKylish,Strong meme lover. 🌹🌙✨🖤 I’m @irinakylish on Ig 🙋🏼‍♀️,False,299,,Día 1 post vacuna: mis tetas siguen igual 😭😭😭 me han tongado gente!!,1,0,8,0,
2811,2021-07-29 07:11:36+00:00,javitorrinco12,Madrileño 💪. Farmacéutico UCM 💊. Clarinetista 🎶. Doctor en arquitectura molecular 🤓.,False,2681,Entre matraces y fusas. 🇪🇦,Hoy el chute de café se cambia por un chute de Pfizer,3,0,10,0,
2812,2021-07-29 06:50:46+00:00,CiudadanoIsma,Ingeniero de telecomunicación. Concejal de @CsMajadahonda en el Ayuntamiento de #Majadahonda y miembro de la Comisión de Garantías de @CiudadanosCs 🧡🇪🇸🇪🇺,False,2999,"Majadahonda, España","Comienza un día intenso con dos Plenos municipales en el @MajadahondaAyto.

Pero lo primero hoy, ¡la segunda dosis de la vacuna contra la #COVID19 en el hospital Puerta de Hierro! 💉💪🏻

Una vez más, GRACIAS a todos los profesionales que están haciendo esto posible 👏🏻👏🏻🧑‍🔬👮🏼‍♀️🚚🧑‍⚕️👩🏻‍⚕️ https://t.co/JT5dt90ZMV",0,2,8,0,['COVID19']
2813,2021-07-29 06:02:14+00:00,uriondo,"uʍoᗡǝpısd∩ǝɥ⊥#
Experiodista. Padre. Marido de @desmaker. Móstoles❤️Avilés. Co-founder en @SalaDePeligro. Autor de @EvitaPeriodismo: amzn.to/3hhsaTg Vivo",True,19737,Promocionando libro... ,"Ayer me pasé la tarde febril y sesteando, pero me acosté a las 21 y acabo de levantarme hace media hora. Sin dolor de cabeza ni sensación de fiebre. ¡Doy por terminados los síntomas de la vacuna! #FauciSumusInFide https://t.co/TSPs5L33QK",2,0,12,0,['FauciSumusInFide']
2814,2021-07-29 00:11:01+00:00,jose_chambo,"valenciano 💪
🏅calistenico y cocinero 👩‍🍳
preparado para comerme el mundo 😎
📸 @jchambo_94",False,174,"Valencia, España",Vacuna ok pero son las 2 y me empieza a doler el brazo y en unas horas tengo camión en el Super... Vamoh a calmarnos,1,1,1,0,
2815,2021-07-28 21:44:57+00:00,DeniseMurz,"Periodista, cantante 🧜‍♀️ Denise Tempone en La Nación, Oh La La, Rolling Stone, La Agenda, Vice España y Domestika. Escribí El Superpoder de la ESI 🌍",False,3105,"Madrid, Comunidad de Madrid","Los nombres drags de las vacunas: Michelle Pfizer y AstroCinica, me informa @euyeyo . Qué haría sin esta data...",1,0,9,0,
2816,2021-07-28 21:15:32+00:00,paattmc,23.  🌊,False,1584,España,Me acabo de enterar que la vacuna puede provocar efectos secundarios en la menstruación.,0,0,1,0,
2817,2021-07-28 21:11:43+00:00,ELVIAJEAMADO,"👨‍💻Periodista 
✈️Viajero frecuente low cost 
🇦🇷Argentino sin ciudadanía UE
🇧🇬Viví 6 años en Bulgaria 
🇪🇸Ahora vivo en España
⬇️⬇️ Enlaces ⬇️⬇️",False,10430,"Valencia, España","Este debe ser uno de los puntos de vacunación covid más lindos del mundo 😍

📸 Valencia, España 🇪🇸 https://t.co/9SspMOr9KI",2,4,22,0,
2818,2021-07-28 20:50:18+00:00,inmasworld,"Dando guerra desde el 88; 

Con la música como compañera de viaje siempre.

Girando mi vida en torno al mundo del espectáculo.

Produciendo en: @TuBandaSonora15",False,1083,"Arganzuela, Madrid",Soy tan gafe que veía venir que me tocase la vacuna en las vacaciones.... A ver ahora cuando me la endosan que me tocaba este viernes no el día 5  hositas...,2,0,0,0,
2819,2021-07-28 20:45:18+00:00,csbenitadeavila,"Centro de salud Benita de Ávila 🏥🩺💉

Instagram: csbenitadeavila

Facebook: Centro de Salud Benita de Ávila",False,203,"Madrid, Comunidad de Madrid","Si tienes problemas con tu certificado covid, accede a este enlace para solucionarlo: https://t.co/eQYQ9C2sYz #VacunaCOVID19 #CertificadoCovid #CertificadoDeVacunacion",0,4,6,2,"['VacunaCOVID19', 'CertificadoCovid', 'CertificadoDeVacunacion']"
2820,2021-07-28 20:01:10+00:00,KikeMoratalaz,De la ciudad del NO PASARÁN. Doctor en Microbiología por la UCM. Personal Docente Investigador en la UCM. Tenemos una Revolución pendiente.,False,3682,"Barrio de Moratalaz, Madrid",Creo que me duele más el cuerpo destar tol día tumbao que de la vacuna en sí. Me bajo al Jocker xd,0,1,8,0,
2821,2021-07-28 19:39:17+00:00,Emmaarmengod,Faig el que puc. ✊🏻,False,463,,"Resulta que ahir em tocava la segona dosi de vacuna i em van dir que no em calia... avui he trucat al 061 perquè el meu certificat de vacunació és incomplet... “¿Qué es la vida? Un frenesí. ¿Qué es la vida? Una ilusión,... “ https://t.co/DFRkHIL7BJ",0,0,1,0,
2822,2021-07-28 19:11:16+00:00,irene_freedom,Jurista y Técnico de Auditoría del Estado.—Liberalismo humanista. Demócrata en activo 📚📽🖼 Madrileña y madridista. Columnista en @Voz_populi,False,12284,"Madrid, España","Madrid, 28 de julio de 2021. 

Segunda dosis de la vacuna a los 21 días de la primera. 🙏🏻😉

Cuídense, pero sobre todo vivan y no lo dejen pasar.  ❤️ https://t.co/euxvfsDuMZ",6,3,39,0,
2823,2021-07-28 19:01:11+00:00,RuthIliana46,JoseitoFernández #GuajiraGuantanamera.Soprano Voice. Author's Rights. Human/Women Rights Advocate. Resilience. Faith. @StateDept #Shelter @JenArnoldMD #IVAWA.,False,4122,Madrid.,6/ Estados Unidos puede junto a las vacunas tener un complemento inyectable que evite la reacción adversa del coagulo o la inflamación del corazón. Así todo el mundo se vacuna porque no corre peligro. Que hay para los coagulos? Que podría suministrarse para proteger el corazón? https://t.co/IGtCNwZGmp,0,0,3,0,
2824,2021-07-28 18:56:45+00:00,RuthIliana46,JoseitoFernández #GuajiraGuantanamera.Soprano Voice. Author's Rights. Human/Women Rights Advocate. Resilience. Faith. @StateDept #Shelter @JenArnoldMD #IVAWA.,False,4122,Madrid.,"5/ En cuanto a la vacuna debido a que he recibido una lesión impuesta puedo hacer un coágulo. Estados Unidos puede transformar las vacunas para evitar coágulos e inflamaciones del corazón, son dos puntos por los que las personas no desean o no pueden vacunarse... https://t.co/IGtCNwZGmp",0,0,2,0,
2825,2021-07-28 18:53:38+00:00,hugo_cnm,"Lvl 22. Teleco en proceso 📡. Tecnologías 💻 , viajes 🌍 y deporte 🤽🏼‍♂️/ Director @EurovisionSound / Redactor @escplus_es / Edito audios, webs, noticias…",False,3528,"Madrid, Comunidad de Madrid","Casi un 3% de jóvenes entre 20-29 años y un 2% entre 30-39 años recibieron la primera dosis de la vacuna ayer

Es BRUTAL la velocidad que ha cogido en la gente joven la vacunación 

Pero luego iban a tener que ir a discotecas a vacunarnos 🤓 https://t.co/N6Cttea47N",0,0,4,0,
2826,2021-07-28 18:20:12+00:00,miriyert_,"Director y CM de @rocktotalweb, realizo 🎙️ #VOCESdeRockTotal, enredado en @Mediasetcom y 'socializando' en @miteleonline y @miteleplus 🎧📺⌨
A veces @yasss_es",False,339,Madrid,"Email: nuevos festivales en agosto VS cancelaciones de eventos y conciertos 

Yo: Dos pautas de vacuna, mascarilla por la calle con distancias y alejado del mundanal ruido",0,0,2,0,
2827,2021-07-28 18:04:47+00:00,e_sagra,💪🏽 #𝑵𝒊𝑼𝒏𝑯𝒖𝒓𝒂𝒄𝒂𝒏 🍀 Team Donettes 🍩,False,95,"Torrejón del Rey, España","Vomitando por la noche, fiebre por la mañana, cuerpo de escombro, dolor de lumbago… maravillosa Segunda dosis de pfizer 

¿Pero que te he hecho yo? 😥",1,0,1,0,
2828,2021-07-28 17:43:03+00:00,hyggennss,"arquitortura
🌈",False,105,madrid,por favor pfizer no que no quiero más bubbies,1,0,2,0,
2829,2021-07-28 17:24:55+00:00,PabloGD7,(Personal opinions) Insights at @PHDSpain 🔎 | Doctor Industrial 👨🏻‍💻 | col. @OPA_UPF  📑 Media - Technology - Advertising,False,492,Barcelona,Me acabo de unir al equipo Janssen #YoMeVacuno https://t.co/4wL8LlM20y,2,0,3,0,['YoMeVacuno']
2830,2021-07-28 17:10:47+00:00,David_SanchezB,🐈 Madrileño || 🏳️‍🌈 Libre  || 💼 Gabinete Consejero Políticas Sociales @ComunidadMadrid XI Legislatura,False,3929,"Madrid, España 🇪🇦🇪🇺",Después de llamar a mi centro de salud y a la Consejería de Sanidad me dan cita 27 días después de mi primera dosis de #Pfizer https://t.co/Kl6qUgnKYz https://t.co/BRGFd6V5v3,0,0,4,0,['Pfizer']
2831,2021-07-28 16:21:53+00:00,anndreeaab,relajao,False,753,,chicos alguien sabe por qué me están calentando la vacuna en una cuchara ???,2,4,70,0,
2832,2021-07-28 16:02:31+00:00,Barbillacia,"Canal variado donde tienen lugar Videojuegos (gameplay, guías, directos... ), vlogs, eventos a los que asistimos, dulces del mundo...",False,7032,España,"Ayer me encontraba a la noche bien.
Al acostarme me empece a encontrar con dolores musculares.
Esta mañana un poco de fiebre y ahora estoy con cansancio.
aun esta coleando la vacuna.
Siento que hoy no pueda estar en el canal como queria.
Quiero jugar a #NEOTheWorldEndswithYou",7,0,22,0,['NEOTheWorldEndswithYou']
2833,2021-07-28 15:52:11+00:00,dalvenvainor,"De Cai, periodista emic, maricón práctico, rojo, puntual, antropólogo y humanista Curro en SEO (Cis, él). Ceceo en @lanewnormalidad",False,4338,"Madrid, España",Segunda cita de la segunda cita de la vacuna que he tenido que cambiar yéndome solo 4 días porque me la han dado 3 días después de la que solicité el cambio😑,2,0,7,0,
2834,2021-07-28 14:56:29+00:00,asturjoe,Asturiano perdido por Barcelona...,False,2141,"Barcelona, España","Vacuna 2: la venganza del anticuerpo / cuando empiezo a tener superpoderes?? en Barcelona, Spain https://t.co/hroJbY0Ig9",0,0,4,0,
2835,2021-07-28 14:46:53+00:00,J_Cuesta,Abogado con una fuerte vocación. Madrileño por parte de padre y salmantino por parte de madre.,False,447,Madrid,"💉 Hoy he recibido la segunda dosis de la vacuna contra el COVID.

💪 Qué alegría da ver que estamos saliendo de este horror de pandemia…",1,0,3,0,
2836,2021-07-28 14:04:22+00:00,dimi_1982,Una sociedad más decente es aquella que no humilla a sus ciudadanos,False,4010,"Móstoles, España",A mi me daban dos… 💉🦠 #Pfizer #PautaCompleta #TeamPfizer 💪🏻,0,0,3,0,"['Pfizer', 'PautaCompleta', 'TeamPfizer']"
2837,2021-07-28 14:03:28+00:00,aruca20,"Tecnólogo de Alimentos y Enólogo.

Wargamer, pintor amateur y friki a tiempo completo.

Candado @VethokUnelashed

IG1: aruca20
IG2: A.Acrilicus",False,109,Valencia,"Me acaban de pinchar la vacuna y...
""La base de virus ha sido actualizada""
Joder, que pesado es el antivirus. https://t.co/WMiaWNClH6",0,0,6,0,
2838,2021-07-28 13:59:55+00:00,NebraskaGuy212,"96. Im my fantasy, we're running WILD. 
@felatrixxx para otras cosas.
Corazón de Amethyst 💜
BCN curiouscat.me/Nebraskaguy212
ig:Nebrask",False,1674,Eiffel Tower.,"Yo después de haber hecho 1h mas de ejercicio ayer y haber dormido menos de 5h: Bf, que cansado estoy.

Mi madre: Eso es covid por la variante delta.

.____.",2,0,2,0,
2839,2021-07-28 13:28:40+00:00,joaquinestevan,Trabajo en @LVPes. Escribo en @hanamidangos. Estudio Comunicación en @UNIRuniversidad. Videojuegos e Esports. Japón y Corea. joaquin.estevan.p@gmail.com,False,1956,"Barcelona, España","Hoy toca ponerme al día con @kdjpodcast.

Tengo mucha cola para la segunda vacuna, al menos estaré entretenido. 🥰 https://t.co/WctLfFbbq7",1,0,5,0,
2840,2021-07-28 13:01:43+00:00,llamamegon,🔻LvL 30 🔻 🎥 Amante del cine y las series 🎥 🔻Me tropiezo y asusto todos los días 🔻 ‼️+52K en TikTok‼️ 👾 Gamer ↘️,False,1380,Cantabria ↔️ Madrid,Mucha vacuna pero luego no sabéis lo que son los condones.,3,7,55,7,
2841,2021-07-28 12:42:24+00:00,lady_sackville,Alérgica a las Crocs y a la Comic Sans. Soy más madrileña que el bocata de calamares. Mamá de una nena. Curso escoba de la generación X.,False,4018,"Madrid, España",Estoy decepcionada. La segunda dosis de la vacuna no me ha dado reacción como tampoco lo hizo la primera. https://t.co/F2kH7uWcX9,14,0,29,1,
2842,2021-07-28 12:30:04+00:00,Ayto_Torrejon,Twitter oficial del Ayuntamiento de Torrejón de Ardoz. No se permitirán insultos ni calumnias. Se bloqueará a las personas que incumplan esta norma.,False,7638,Torrejón de Ardoz,"SALUD | Sigue la vacunación masiva contra la #COVID19 a los torrejoneros en el Hospital Universitario de Torrejón y en los grandes centros de la capital
➡️https://t.co/uE0eSOSlWG
#TorrejónDeArdoz @HUdeTorrejon https://t.co/rjj6rNeyXx",6,3,22,0,"['COVID19', 'TorrejónDeArdoz']"
2843,2021-07-28 11:55:53+00:00,RaulcuelloR,EL FÚTBOL SIN PASIÓN DEJA DE SER FUTBOL,False,807,,Pfizer fill de putessssss!!!!! Esto hasta cuando dura.....???? Estoy viendo la luz....,3,0,14,0,
2844,2021-07-28 11:47:29+00:00,Cylyan7,"Valenciana buscando a mi Snitch ❤
Admin en @DreamcupSFL
Mánager para @recrethunder

Patito 🦆

Jugadora de Rocket League Para @NightskillsE 🦉",False,988,"Valencia, España",Vacuna puesta a nosotros ni algodón para la sangre  😅 https://t.co/sgmTmb0vKS,4,0,7,0,
2845,2021-07-28 10:56:28+00:00,Beatrilobo,Médico por vocación. Opositora MIR. Romántica empedernida. Amante de los animales. La que trae alegría. Made in Colombia. Living in Madrid.,False,481,"Comunidad de Madrid, España","Update pos vacunación 1 dosis: Me he sentido súper cansada, con dolor en el sitio de punción inicialmente luego dolor por todo el cuerpo especialmente cabeza, espalda y cuello. La 2nda noche post vacunación escalofríos y mucha sudoración. También he tenido anorexia y diarrea.",1,0,0,0,
2846,2021-07-28 09:17:05+00:00,Paceina,"Siempre habrá alguien con más talento que yo, pero nadie con más ilusión. ¿se ha ido ya la COVID-19?",False,1032,Madrid,"Como tenía prisa por llegar a lo de la vacuna, me he lanzado al metro sin pensar y zas! La realidad… L6 cortada #CogeElBus que tiene más vistas https://t.co/bKsTfYx0pb",0,0,1,0,['CogeElBus']
2847,2021-07-28 08:13:48+00:00,laura_lorenzoo,Everything happens for a reason †,False,152,madrid ,la foto de una embarazada recibiendo la vacuna es solo para meter miedo o tiene algo que ver con la noticia????? https://t.co/aNjDVr8HRD,0,0,3,0,
2848,2021-07-28 07:41:17+00:00,Zarzaparro,"I don't mind the gap
/ Yo introduzco el pie entre coche y andén
📍 Madrid, Spain 🇪🇸
Instagram: Zarzaparro",False,387,"Madrid, Comunidad de Madrid","La primera dosis de Pfizer me dejó jodido el siguiente día, pero con la segunda estoy perfectamente (sin contar el dolor de brazo).",5,0,3,0,
2849,2021-07-28 07:07:43+00:00,alexresk_,Founder & Co-Owner @EmpireClubeu ✉ alex.lopez@empireclub.es,False,645,"Badalona, Barcelona",La segunda dosis de la vacuna me ha dejado rotisimo,1,0,1,0,
2850,2021-07-28 05:03:21+00:00,anxa_anxa,"📍BCN

10/12/20 AHP",False,293,"Barcelona, España","1 confinamientos por contacto
2 PCR
1 Antígenos
0 test rápido 
1 positivos
1 dosis Moderna https://t.co/VweMK3qJ6p",0,0,1,1,
2851,2021-07-27 23:49:59+00:00,FecoSamu,"Cinéfilo, Amante del universo de Tolkien 💍Gamer, Papa gatuno 🐱, durante mi vida me han acompañado: Sega, Nintendo, Sony y Microsoft 🕹",False,1819,"Barcelona, España",Pero es que la vacuna... https://t.co/pGX5R4Yrle,0,0,3,0,
2852,2021-07-27 22:24:24+00:00,silviaaymi,"Librera. Resoplo. A veces me paso con el vino.
@grafcomic como unidad de tiempo.",False,1100,"Barcelona, Espanya",Todavía no he explicado por aquí cómo me vieron mis compis post segunda dosis de Pfizer. Así 👇 https://t.co/mMsFpZDLlc,1,0,7,0,
2853,2021-07-27 22:11:35+00:00,GarciaCarmonaAM,👨‍💻 Big Data Analytics - MBI at @UEuropea | Software Engineer | Traditionalist libertarian | En @espanaconfiden ✝️🇪🇦🇵🇱,False,4078,"Las Rozas de Madrid, Spain","No soy enemigo frontal de la ""medicina moderna"".

No obstante, eso no quita reconocer que las grandes corporaciones farmacéuticas tienen varios beneficios estatales, que no del libre mercado.

Me refiero a regulaciones de medicamentos, vacunación obligatoria y patentes.",1,5,13,0,
2854,2021-07-27 22:10:28+00:00,FecoSamu,"Cinéfilo, Amante del universo de Tolkien 💍Gamer, Papa gatuno 🐱, durante mi vida me han acompañado: Sega, Nintendo, Sony y Microsoft 🕹",False,1819,"Barcelona, España",Con todo lo que esta cayendo no me entra en la cabeza que haya gente que sea negacionista con la vacuna,1,0,9,0,
2855,2021-07-27 21:24:33+00:00,rosenchema,"De VOX, desde 2018.🇪🇦",False,940,,"¿Porqué llaman vacuna a un medicamento, porqué mienten todos, porqué quieren vacunar a los que no les afecta gravemente, porqué culpan del contagio a los no ""vacunados"", cuando se contagian también los ""vacunados"", porqué dicen inmunizados si lo cogen igual, porqué obligan.....",1,0,1,0,
2856,2021-07-27 20:25:12+00:00,javiermoro123,"Pasión india, El sari rojo, El Imperio Eres Tú,(Premio Planeta 2011), A flor de piel, Mi Pecado, (Premio Primavera 2018). A prueba de fuego (2020)",False,7722,Madrid,La madre de los 'ángeles custodios' de la vacuna de la viruela https://t.co/2q4VtB2nDN vía @LaTribunaCR,0,2,9,1,
2857,2021-07-27 20:17:37+00:00,guilleemartin,Argentino 🇦🇷 en España 🇪🇸 .,False,993,"Madrid, Comunidad de Madrid",El año pasado deberían haber anunciado este acuerdo con Pfizer y hoy haber vacunado a la población con la vacuna más efectiva. Increíble que la hayan desestimado por su ideología guerra fría. https://t.co/atHkdLk3ZW,1,0,2,0,
2858,2021-07-27 19:22:53+00:00,Nataliayalagu,"De Valladolid. Madrid me acoge divinamente. Periodista. Muy de Radio. En RNE. La vida es una caja de bombones. Valeria, mi mejor bombón.",False,1910,,"El mejor regalo en mi onomástica.
Segunda dosis de la vacuna.
Feliz. Soy una privilegiada.
Triste porque delante de mí apenas había dos personas, detrás, una más. Miles de madrileños esperando su cita. 
No encuentro explicación.
No la tiene. 
#graciasCiencia #graciassanitarios https://t.co/5Nk2oApsNr",0,0,4,0,"['graciasCiencia', 'graciassanitarios']"
2859,2021-07-27 19:18:33+00:00,David_SanRoA,Hago #PeriodismoConPasión. Redactor de @rtvecyl en Soria. Tuve un romance con la música. Ahora somos muy buenos amigos y lo doy todo en el karaoke.🌍,False,1006,Miguelturra / Soria,"La delegación territorial de @Salud_JCYL en Soria anuncia que se va a ralentizar la vacunación porque llegan menos vacunas.

🎥 @etresdoce https://t.co/ZDOESo5i1e",0,1,1,0,
2860,2021-07-27 19:16:08+00:00,e_grau,🏛🗣 Concejal y portavoz en @AytoAlfafar. 🎙Secretario @popularsval y coordinador @NNGGHortaSud 🧑🏻👱🏼‍♀️ #CentradosEnLasPersonas,False,871,"Alfafar, Valencia","Lo tenemos… 💉🦠

En tres semanas nos volvemos a ver 💪🏼

#YoMeVacuno
#TeamPfizer
#Vacúnate https://t.co/qzinP6A3mn",0,3,9,0,"['YoMeVacuno', 'TeamPfizer', 'Vacúnate']"
2861,2021-07-27 19:08:09+00:00,anxa_anxa,"📍BCN

10/12/20 AHP",False,293,"Barcelona, España","Hace tres días, mi pauta de vacunación:
1/2

Mi pauta hoy:
1/1

Mi no entender nada 🤷🏻‍♀️",0,0,2,0,
2862,2021-07-27 18:48:33+00:00,AlbaCude,"Podcaster (#Crianzaaciegas), emprendedora, ciega, madre, mujer, persona. Mis pasiones? Mi pequeña familia, la radio, leer, el cine, mis amigos, los animales...",False,1387,Valencia. España,"Pues aquí estoy 12 horas despues de la 2a dosis de moderna, en cama y como si me hubieran dado una paliza. Parece que el paracetamol ayuda y ya estoy sudando la fiebre. A ver si mañana remonto... https://t.co/bQQp9jg8ED",7,0,11,0,
2863,2021-07-27 18:37:15+00:00,EduLorenGarcia,"🗞 Periodista. 👨‍💻 Escribo sobre finanzas en @Finect. Antes pasé por @ElHuffPost y @CincoDiascom. 💹 Me gusta la política, la economía, el café, OT y Pokémon.",False,3998,"Madrid, Comunidad de Madrid","🏥💉🦠 Ya hay 26 millones de ciudadanos en España 🇪🇦 con la pauta completa de la vacuna contra el coronavirus. Entre ellos está @DavidGzRz 🐧, al que ayer le pusieron la segunda dosis. 👏 https://t.co/4UWjM0Mzxk",1,0,4,0,
2864,2021-07-27 17:50:15+00:00,luciamedranos,♈︎ arte,False,75,"Madrid, Comunidad de Madrid","2 confinamientos, 2 PCR, 0 antígenos, 1 serología, 1 positivo y 1 vacuna ✌🏼 https://t.co/0qZaNkvfcM",0,0,1,0,
2865,2021-07-27 16:40:33+00:00,eergroo,Usted no sabe cuanto yo valoro su sencillo coraje de stalkearme✌🏼😌👉🏼Hay un poco de orden dentro de este caos. 🍃,False,423,El mundo ,La sin vacuna me dirán 😐 https://t.co/ZxSgYgWh97,0,0,2,0,
2866,2021-07-27 16:33:14+00:00,elenitamacian,,False,126,,Pues ya estaría 👏🏻 #YoMeVacuno #VacunaCOVID19 https://t.co/q2ZTISLThv,1,0,0,0,"['YoMeVacuno', 'VacunaCOVID19']"
2867,2021-07-27 16:01:29+00:00,lbolivar36,"07/01/1994 Trabajo de manipuladora/envasadora, series, cine, deportista.",False,167,"Rubí, España",Primera dosis puesta 💪 #Pfizer https://t.co/9ejeZHDYYX,0,0,2,0,['Pfizer']
2868,2021-07-27 15:58:10+00:00,Barbillacia,"Canal variado donde tienen lugar Videojuegos (gameplay, guías, directos... ), vlogs, eventos a los que asistimos, dulces del mundo...",False,7032,España,"Gente hoy por muchas ganas qué tenga no podré ponerme en directo con #NEOTheWorldEndswithYou 
gracias a @KochMedia_es por darme esta oportunidad.
Pero la segunda dosis de la vacuna hoy me tumbó completamente.
Pero MAÑANA estare a tope y le dare muy duro. https://t.co/WauZfKjf3p",1,4,8,0,['NEOTheWorldEndswithYou']
2869,2021-07-27 15:56:59+00:00,lady_sackville,Alérgica a las Crocs y a la Comic Sans. Soy más madrileña que el bocata de calamares. Mamá de una nena. Curso escoba de la generación X.,False,4018,"Madrid, España",Pues menos mal que no me han crecido las tetas con la Pfizer porque iba a tener un problemita con la copa del sujetador que ya va a full.,5,0,10,0,
2870,2021-07-27 15:44:33+00:00,josu_cg,"29🌼. Ambientólogo dedicándose a la imagen de producto y al marketing técnico. #Barcelona, transporte público, mamarrachismo, y dramas&comedias entretenidas.",False,699,SJD (BCN),"Yo quiero una segunda dosis de la vacuna y no esto, pero bueno. 🙃 https://t.co/A9DUTTQh2g",0,0,7,0,
2871,2021-07-27 15:44:11+00:00,ASJgl,"Exp.SGIIC's, PreC FRM trabajo en Bankinter, enamorado: todos los deportes, Historia e interesado en conocer diversas formas de entender nuestra existencia.",False,182,"Fuenlabrada, España",#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 #yomevacuno #fuenlabrada en Hospital Universitario De Fuenlabrada https://t.co/lIWC5mUrx2,0,0,1,0,"['vᴀᴄᴜɴᴀcᴏᴠɪᴅ19', 'yomevacuno', 'fuenlabrada']"
2872,2021-07-27 15:08:46+00:00,Borja_Terres,Asesor fiscal. Diplomado en Trabajo social. Lector. Seriadicto. Todavía sigo soñando en debutar con el primero equipo del Rayo.,False,2547,,"Y aún así de los mejores del mundo en vacunación. No se Rick, parece falso. https://t.co/AxzOvYhiem",0,0,11,0,
2873,2021-07-27 14:05:54+00:00,virginiacasado,Periodista🎙️- Comunicación Corporativa▪️Journalist - Corporate Communications ▪️Former Asia Correspondent 📺@A3Noticias @NTelevisa_com from🇰🇷 in another life,False,1566,Madrid,Me siento en una menopausia prematura 🥵 ME VA A DAR ALGO… Pfizer me estás matando 💉,1,0,4,0,
2874,2021-07-27 13:45:46+00:00,GranainaEnfurec,Soy una granaina quejica y malafollá,False,21,"Madrid, Comunidad de Madrid","Dos cosas (random):
1. Esperar a pleno sol 1h en el Zendal pa que te pongan la vacuna... Por qué?
2. Dejad de decir ""me ayuda en casa"". Es como si me dieran una patada en la boca.
Ale, voy a coméh 😊",0,0,2,0,
2875,2021-07-27 13:45:31+00:00,ViciosoSilvia,Licenciada en Ciencias de la Información. Periodista.Quien me conoce ya sabe todo lo demás.,False,161,,Segunda dosis puesta💪🏻 espero no tener efectos secundarios🙏 con la primera sólo dolor de brazo(me pinchó un banderillero frustrado🤷‍♀️) #Pfizer #VacunaCOVID19 #Madrid,1,0,3,0,"['Pfizer', 'VacunaCOVID19', 'Madrid']"
2876,2021-07-27 13:36:41+00:00,Fer_Paige,"Canal de PES en Youtube: youtube.com/channel/UC1gHS…

Canal de PES en Twitch: twitch.tv/fer_paige

Email para contactar: ferpaige7@gmail.com",False,984,"Valencia, España",Vacunación completada.,3,0,4,0,
